1.0E-4,0.01,0.0,0.0,1.0E-6,0.0,0.0818926296633303
3.0E-4,0.02,0.0,0.0,4.0E-6,0.0,0.1637852593266606
6.0E-4,0.03,0.0,0.0,1.0E-5,0.0,0.2456778889899909
0.001,0.04,0.0,0.0,2.0E-5,0.0,0.3275705186533212
0.0015,0.05,0.0,0.0,3.5E-5,0.0,0.4094631483166515
0.0021,0.06,0.0,0.0,5.6E-5,0.0,0.4913557779799818
0.0028,0.07,0.0,0.0,8.4E-5,0.0,0.5732484076433121
0.0036,0.08,0.0,0.0,1.2E-4,0.0,0.6551410373066424
0.0045,0.09,0.0,0.0,1.65E-4,0.0,0.7370336669699727
0.0055,0.1,0.0,0.0,2.2E-4,0.0,0.818926296633303
0.0066,0.11,0.0,0.0,2.86E-4,0.0,0.9008189262966333
0.0078,0.12,0.0,0.0,3.64E-4,0.0,0.9827115559599636
0.0091,0.13,0.0,0.0,4.55E-4,0.0,1.064604185623294
0.0105,0.14,0.0,0.0,5.6E-4,0.0,1.1464968152866242
0.012,0.15,0.0,0.0,6.8E-4,0.0,1.2283894449499546
0.0136,0.16,0.0,0.0,8.16E-4,0.0,1.3102820746132848
0.0153,0.17,0.0,0.0,9.69E-4,0.0,1.392174704276615
0.0171,0.18,0.0,0.0,0.00114,0.0,1.4740673339399455
0.019,0.19,0.0,0.0,0.00133,0.0,1.5559599636032757
0.021,0.2,0.0,0.0,0.00154,0.0,1.637852593266606
0.0231,0.21,0.0,0.0,0.001771,0.0,1.7197452229299364
0.0253,0.22,0.0,0.0,0.002024,0.0,1.8016378525932666
0.0276,0.23,0.0,0.0,0.0023,0.0,1.8835304822565968
0.03,0.24,0.0,0.0,0.0026,0.0,1.9654231119199272
0.0325,0.25,0.0,0.0,0.002925,0.0,2.0473157415832577
0.0351,0.26,0.0,0.0,0.003276,0.0,2.129208371246588
0.0378,0.27,0.0,0.0,0.003654,0.0,2.211101000909918
0.0406,0.28,0.0,0.0,0.00406,0.0,2.2929936305732483
0.0435,0.29,0.0,0.0,0.004495,0.0,2.3748862602365786
0.0465,0.3,0.0,0.0,0.00496,0.0,2.4567788898999092
0.0496,0.31,0.0,0.0,0.005456,0.0,2.5386715195632394
0.0528,0.32,0.0,0.0,0.005984,0.0,2.6205641492265697
0.0561,0.33,0.0,0.0,0.006545,0.0,2.7024567788899
0.0595,0.34,0.0,0.0,0.00714,0.0,2.78434940855323
0.063,0.35,0.0,0.0,0.00777,0.0,2.8662420382165603
